사업부(조정),부서명,대분류,중분류,Cost Elem desc,합계 : 202501,합계 : 202502,합계 : 202503,합계 : 202504,합계 : 202505,합계 : 202506,합계 : 202507,합계 : 202508,합계 : 202509, 합계 : 202510 
공통,Supply Chain,광고비,마케팅,광고선전비_MKT광고,0,0,0,0,0,0,0,0,0,0
공통,Supply Chain,광고비,샘플사용,간접 샘플 수수료,"32,585.79","-32,585.79","6,065.82","3,296.61","3,179.27","324,724.59","64,981.95","2,574.24","5,239.08","1,286.18"
공통,Supply Chain,기타,물류비,지급수수료_운송비,"30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00"
공통,Supply Chain,기타,물류비,지급수수료_퀵서비스,"6,814.27",864.3,791.6,925.53,485.92,"4,389.66","2,053.47","1,382.92",895.49,806.57
공통,Supply Chain,기타,사무용품비,소모품비_사무용품,0,618.58,"3,185.84",0,0,0,"1,946.90","3,893.80","1,061.94","4,486.73"
공통,Supply Chain,기타,사무용품비,소모품비_포장소모품,0,0,0,0,"2,123.89",0,0,0,0,0
공통,Supply Chain,기타,시내교통비,여비교통비_시내교통비,"1,362.36",-198.86,129.97,117.18,164.45,88.3,86.09,46.25,381.31,0
공통,Supply Chain,복리후생비,공적금,복리후생비_공적금,"42,886.00","40,606.00","42,958.00","42,958.00","42,958.00","39,034.00","43,139.00","50,014.00","45,702.00","44,700.00"
공통,Supply Chain,복리후생비,기타 복리후생비,복리후생비_복리,0,0,0,0,0,0,"11,485.00",0,0,0
공통,Supply Chain,복리후생비,사회보험,복리후생비_사회보험,"91,884.39","87,001.39","92,038.59","92,038.59","92,038.59","83,634.61","92,429.04","107,086.02","97,876.49","95,735.52"
공통,Supply Chain,인건비,"급여,성과급",인건비,"924,619.23","540,658.67","-91,857.88","553,682.60","530,405.93","515,970.10","514,619.25","500,213.02","513,498.07","511,527.04"
공통,Supply Chain,인건비,퇴직급여,퇴직급여,0,0,0,0,0,0,"25,777.05",0,0,0
공통,Supply Chain,인건비,"파트타임,인턴",노무비,"109,135.97","54,606.28","54,606.28","255,820.06","58,423.08","58,423.08","58,423.08","58,423.08","58,423.08","58,423.08"
공통,Supply Chain,지급수수료,지급수수료(중),지급수수료_지급용역료,"103,044.26","79,044.26","400,472.51","176,405.64","-171,009.24","71,955.34","-113,006.27","89,812.80","32,696.68","180,978.68"
공통,Supply Chain,출장비,국내출장비,여비교통비_국내출장비,"1,591.39",944.96,"2,095.28","3,103.45","3,136.05","1,993.67","2,021.33","1,006.42","1,080.49","1,564.75"
공통,VMD,기타,물류비,지급수수료_퀵서비스,368.58,275.96,128.88,206,131.68,52.36,62.57,107.53,928.69,187.09
공통,VMD,기타,사무용품비,소모품비_사무용품,0,0,"1,100.00",0,0,0,0,0,0,0
공통,VMD,기타,시내교통비,여비교통비_시내교통비,"4,872.30",575.27,"1,532.44","1,856.92",350.09,"2,496.52","1,320.67",809.19,"2,965.50","1,084.02"
공통,VMD,복리후생비,기타 복리후생비,복리후생비_복리,0,0,739.6,292,0,373,560.2,0,"1,896.00",0
공통,VMD,복리후생비,식대,복리후생비_식대,160,556.3,"1,512.70",760,520,0,"2,120.00",618.51,"1,025.30",560
공통,VMD,지급수수료,VMD,소모품비_매장소모품,0,"47,750.00",0,0,0,0,0,0,0,0
공통,VMD,지급수수료,지급수수료(중),지급수수료_지급용역료,0,"47,170.00","6,194.69",445.22,"97,000.00","98,000.00",0,0,0,0
공통,Wholesale,기타,물류비,지급수수료_퀵서비스,481.17,453.68,215.55,203.46,201.7,876.29,33.51,92.15,20.94,965.44
공통,Wholesale,기타,시내교통비,여비교통비_시내교통비,"4,965.15",-606.22,795.86,392.76,92.65,577.43,984.82,22.5,662.57,139.61
공통,Wholesale,기타,접대비,접대비,"7,141.00",0,647,455,0,"3,708.00","1,159.50",351,"1,807.00",771
공통,Wholesale,복리후생비,식대,복리후생비_식대,0,0,0,74.8,363.7,0,40,0,0,0
공통,구매,감가상각비,비품,감가상각비_기계장치,0,0,0,0,0,0,0,215.58,215.59,215.58
공통,구매,광고비,마케팅,광고선전비_MKT광고,0,0,0,0,0,0,0,0,0,0
공통,구매,기타,물류비,지급수수료_퀵서비스,140.92,79.74,120.23,119.97,107.38,18.64,183.57,338.72,287.05,459.92
공통,구매,기타,시내교통비,여비교통비_시내교통비,15.05,0,0,0,14.47,0,0,0,0,0
공통,구매,인건비,"급여,성과급",인건비,"15,418.33","15,418.33","-124,303.78","12,004.36","9,374.93","9,960.87",0,0,0,0
공통,구매,출장비,국내출장비,여비교통비_국내출장비,0,0,161,"3,382.49",0,0,0,0,0,0
공통,리테일,기타,물류비,지급수수료_퀵서비스,839.09,815.53,744.72,657.07,480.36,691.02,574.5,486.42,478.83,639.81
공통,리테일,기타,사무용품비,소모품비_사무용품,400,0,0,0,0,0,0,0,0,0
공통,리테일,기타,시내교통비,여비교통비_시내교통비,"4,648.56","1,458.93","1,593.20","2,259.39","2,075.94",645.75,"1,287.77",889.04,"3,153.11","1,593.70"
공통,리테일,기타,접대비,접대비,0,0,0,0,0,142,"23,681.67","1,442.48",393,780
공통,리테일,기타,통신비,통신비,121.7,521.7,121.69,0,243.39,121.7,121.7,121.7,121.69,121.7
공통,리테일,복리후생비,기타 복리후생비,복리후생비_복리,0,0,"4,300.00",930,0,0,0,"2,285.52",0,0
공통,리테일,복리후생비,식대,복리후생비_식대,"2,020.00","2,120.00",944.88,398,197,439,"3,900.00","7,226.06","2,416.64","1,200.10"
공통,리테일,복리후생비,주재원,복리후생비_외국인직원복리,"31,900.00","53,588.00","35,839.59","37,218.23","51,887.00","37,982.92","61,534.58","34,731.80","39,710.96","61,921.98"
공통,리테일,지급수수료,지급수수료(중),지급수수료_지급용역료,"25,399.44","-4,400.00",0,0,0,0,0,0,0,0
공통,마케팅,기타,물류비,지급수수료_퀵서비스,"1,726.68","1,328.49","1,914.81","2,162.30","1,369.58","2,698.49","1,161.40",497.79,"1,413.32","1,960.98"
공통,마케팅,기타,시내교통비,여비교통비_시내교통비,"5,502.34","1,129.27","4,996.33","2,468.95","1,192.57","2,111.67","1,910.05","3,447.31","5,437.49","4,535.30"
공통,마케팅,복리후생비,기타 복리후생비,복리후생비_복리,"12,000.00","2,567.00",0,"1,238.40",0,0,"2,280.20",0,0,0
공통,마케팅,복리후생비,식대,복리후생비_식대,"1,200.00","3,862.20","2,357.31","2,936.28","2,498.30","1,102.28","1,020.47",600,"1,360.00","2,379.50"
공통,마케팅,지급수수료,지급수수료(중),지급수수료_지급용역료,"1,976.64","86,685.83","1,976.64","1,976.64","1,976.64","1,976.63","1,976.64","63,297.39","1,976.64","1,976.64"
공통,법무,감가상각비,비품,감가상각비_기계장치,0,0,0,0,0,0,0,862.33,862.35,862.33
공통,법무,광고비,샘플사용,간접 샘플 수수료,0,0,0,0,"71,247.17",0,0,0,"60,869.40","34,520.41"
공통,법무,기타,물류비,지급수수료_퀵서비스,34.49,29.96,32.85,8.38,27.02,16.75,37.7,32.81,41.19,16.75
공통,법무,기타,시내교통비,여비교통비_시내교통비,525.99,-116.35,0,95.01,238.19,32.1,88.82,43.72,107.02,73.71
공통,법무,기타,접대비,접대비,0,0,0,0,0,0,807,0,0,0
공통,법무,복리후생비,공적금,복리후생비_공적금,"14,671.00","14,671.00","14,671.00","14,671.00","14,671.00","14,671.00","14,671.00","19,515.00","17,231.00","17,139.00"
공통,법무,복리후생비,사회보험,복리후생비_사회보험,"31,420.28","31,420.28","31,420.28","31,420.28","31,420.28","31,420.28","31,420.28","41,798.72","36,903.25","36,707.41"
공통,법무,복리후생비,식대,복리후생비_식대,0,0,0,0,0,0,0,0,30.89,0
공통,법무,인건비,"급여,성과급",인건비,"248,668.87","150,342.67","100,496.91","153,983.60","153,983.60","156,009.70","153,983.60","158,525.71","149,441.49","153,983.60"
공통,법무,인건비,"파트타임,인턴",노무비,"2,383.10","2,495.48","2,797.84","1,437.22",0,0,0,0,0,0
공통,법무,지급수수료,법무비용,보험료,0,0,0,0,"1,182.08",0,0,0,0,0
공통,법무,지급수수료,법무비용,지급수수료_지급용역료,"73,329.04","97,500.64","67,980.79","39,000.21","27,028.36","104,187.32","33,261.30","192,893.82","106,462.76","83,023.48"
공통,법무,출장비,국내출장비,여비교통비_국내출장비,0,0,0,0,323,0,0,0,0,0
공통,온라인,기타,물류비,지급수수료_퀵서비스,363.17,146.08,282.72,195.11,180.64,153.42,236.02,526.6,150.28,210.21
공통,온라인,기타,사무용품비,소모품비_사무용품,0,"1,100.00",0,0,0,0,0,0,0,0
공통,온라인,기타,시내교통비,여비교통비_시내교통비,"10,413.38","-2,316.44","4,357.41","2,294.17","4,502.86","2,770.81",825.19,"1,255.99","2,314.68","3,578.39"
공통,온라인,복리후생비,기타 복리후생비,복리후생비_복리,0,0,0,0,"1,151.00",0,0,"1,752.00",0,"17,378.50"
공통,온라인,복리후생비,식대,복리후생비_식대,"1,312.90",179.8,"1,089.40",0,115.9,"2,795.85",0,36.5,"1,670.46",566
공통,온라인,지급수수료,지급수수료(중),지급수수료_지급용역료,"263,408.40","129,069.03","263,633.41","275,566.79","110,182.22","112,321.84","456,006.36","110,182.61","110,182.21","469,158.21"
공통,유통MD,기타,물류비,지급수수료_퀵서비스,42.53,0,0,12.57,27.25,15.36,0,12.57,0,41.47
공통,유통MD,기타,시내교통비,여비교통비_시내교통비,"1,786.89",-920.48,715.07,59.18,0,602.51,158.45,43.11,354.75,0
공통,유통MD,복리후생비,기타 복리후생비,복리후생비_복리,"25,000.00",0,0,0,"4,716.00",0,0,0,0,0
공통,유통MD,복리후생비,식대,복리후생비_식대,"1,639.84",0,0,63.2,0,0,0,0,0,0
공통,인사,감가상각비,비품,감가상각비_기계장치,571.14,571.14,571.15,473.69,473.7,473.69,215.59,646.75,646.76,646.75
공통,인사,감가상각비,소프트웨어,감가상각비_소프트웨어,"1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09"
공통,인사,기타,교육훈련비,지급수수료_교육훈련비,0,0,0,0,0,0,0,0,0,0
공통,인사,기타,물류비,지급수수료_퀵서비스,132.02,72.26,441.98,81.6,110.23,119.74,65.26,85.47,79.58,80.23
공통,인사,기타,사무용품비,소모품비_사무용품,0,0,0,0,0,0,0,0,398.23,112
공통,인사,기타,시내교통비,여비교통비_시내교통비,570.32,427.05,334.37,69.09,67.48,56.12,239.82,0,804.53,0
공통,인사,기타,통신비,통신비,0,584.2,0,0,0,0,0,0,0,0
공통,인사,복리후생비,공적금,복리후생비_공적금,"16,741.00","16,929.00","16,929.00","16,929.00","16,929.00","16,929.00","16,929.00","24,121.00","20,663.00","20,571.00"
공통,인사,복리후생비,기타 복리후생비,복리후생비_복리,"1,717,322.01","461,684.47","27,446.00","163,438.00","360,305.59","-141,601.40","138,893.88","58,000.00","149,920.87","124,250.00"
공통,인사,복리후생비,보험료,보험료,0,0,0,0,"581,328.58","-1,037.20",0,"2,173.71",0,0
공통,인사,복리후생비,보험료,보험료_장애인보험료,0,0,0,0,0,0,0,0,0,"54,437.87"
공통,인사,복리후생비,사회보험,복리후생비_사회보험,"38,846.13","40,743.82","40,743.82","40,743.82","40,743.82","40,743.82","40,743.82","56,151.40","48,917.13","48,604.11"
공통,인사,복리후생비,식대,복리후생비_식대,70.1,0,0,0,40,0,0,0,0,0
공통,인사,인건비,"급여,성과급",인건비,"320,646.52","192,558.61","120,918.94","196,758.88","196,758.88","199,347.82","196,758.88","203,882.36","190,296.37","196,979.21"
공통,인사,지급수수료,지급수수료(중),지급수수료_지급용역료,"14,722.47","16,346.91","100,491.59","10,510.84","114,572.26","88,588.84","115,817.52","167,482.39","17,957.45","16,419.09"
공통,인테리어,기타,물류비,지급수수료_퀵서비스,305.45,161.49,329.94,456.4,395.4,291.72,455.81,315.4,465.49,256.68
공통,인테리어,기타,사무용품비,소모품비_사무용품,0,0,0,0,0,0,0,"1,700.00",0,0
공통,인테리어,기타,시내교통비,여비교통비_시내교통비,"6,941.23","4,437.97",0,"1,962.91","2,425.71","3,821.27","1,038.73",696.36,"2,411.12",820.61
공통,인테리어,복리후생비,기타 복리후생비,복리후생비_복리,0,0,0,"1,289.10",0,0,0,0,"6,606.50","1,086.00"
공통,인테리어,복리후생비,식대,복리후생비_식대,120,150,360,0,0,0,280,0,0,0
공통,인테리어,복리후생비,주재원,복리후생비_외국인직원복리,"122,019.47","135,459.78","136,976.94","144,660.87","120,011.74","102,693.54","140,074.34","136,940.16","142,688.57","125,898.84"
공통,인테리어,지급수수료,지급수수료(중),지급수수료_지급용역료,"20,600.00","141,900.00","634,550.00","258,928.30","926,753.21","409,496.67","794,466.66","127,300.00","35,733.33","87,016.98"
공통,재무,감가상각비,비품,감가상각비_기계장치,"1,441.96","1,441.96","1,441.95","1,441.94","1,441.99","1,441.94","1,038.82","2,824.20","2,824.26","2,824.21"
공통,재무,감가상각비,소프트웨어,감가상각비_소프트웨어,"2,888.05","2,888.05","2,888.04","2,888.05","2,888.05","2,888.05","2,888.05","2,888.05","2,888.04","2,888.05"
공통,재무,기타,교육훈련비,지급수수료_교육훈련비,"4,628.33","-4,583.33",0,90,0,0,0,45,0,0
공통,재무,기타,물류비,지급수수료_퀵서비스,744.28,637.98,647.34,574.19,486.32,517.47,434.38,392.8,360.48,787.26
공통,재무,기타,사무용품비,소모품비_사무용품,0,"1,075.59",42.79,75,358.49,30,60,0,"1,898.49",409.43
공통,재무,기타,시내교통비,여비교통비_시내교통비,"1,220.74","1,474.36","1,558.74",937.46,960.67,"1,011.19","1,057.85",909.15,"1,337.08",836.4
공통,재무,기타,접대비,접대비,"3,722.00","1,303.00",0,510,0,"1,000.00","1,485.15",0,"36,000.00",0
공통,재무,기타,통신비,통신비,18.83,0,24.18,0,21.38,18.85,37.63,0,18.95,37.81
공통,재무,복리후생비,공적금,복리후생비_공적금,"38,672.00","38,672.00","38,672.00","38,672.00","38,094.00","36,225.00","31,899.00","41,799.00","38,370.00","38,186.00"
공통,재무,복리후생비,기타 복리후생비,복리후생비_복리,0,0,0,0,0,"8,332.00",0,0,0,0
공통,재무,복리후생비,사회보험,복리후생비_사회보험,"83,159.21","83,159.21","83,159.21","83,159.21","81,921.72","77,920.03","68,652.95","88,917.26","82,164.57","81,772.89"
공통,재무,복리후생비,식대,복리후생비_식대,319,"1,117.70",520,920,280,680,760,360,480,"1,040.00"
공통,재무,복리후생비,주재원,복리후생비_외국인직원복리,0,0,0,800,0,0,0,0,0,0
공통,재무,세금과공과,부가세,세금과공과,"1,055,798.59","1,299,102.00",0,-0.01,"872,117.55","4,628.95","469,185.88",0,0,"1,560,703.13"
공통,재무,세금과공과,인화세,세금과공과_인화세,"266,439.19","278,118.73","217,215.55","170,314.79","153,979.95","191,765.15","304,651.78","401,934.99","375,852.86","269,965.88"
공통,재무,인건비,"급여,성과급",인건비,"752,068.78","435,657.67","324,946.62","440,078.28","433,012.36","415,207.94","343,175.39","376,880.16","379,240.12","392,117.22"
공통,재무,인건비,퇴직급여,퇴직급여,0,0,0,"53,634.00",0,0,"47,626.51",0,0,0
공통,재무,인건비,"파트타임,인턴",노무비,643.53,"1,588.40",0,0,0,0,0,0,"3,043.50","2,797.84"
공통,재무,임차료,수도광열비,수도광열비,0,0,0,0,0,0,0,0,0,226.42
공통,재무,지급수수료,재무비용,지급수수료_지급용역료,"148,381.44","144,281.19","477,224.86","186,860.27","147,663.44","333,658.11","45,801.81","82,646.95","237,857.88","47,521.30"
공통,재무,차량유지비,차량유지비,차량유지비,0,0,0,0,0,0,0,0,0,0
공통,재무,출장비,국내출장비,여비교통비_국내출장비,0,0,0,0,0,0,0,0,865.16,0
공통,재무,출장비,해외출장비,여비교통비_해외출장비,0,0,0,0,0,0,0,0,"7,677.81",554
공통,총무,감가상각비,비품,감가상각비_공기구비품,"9,079.60","9,079.61","9,079.61","9,079.60","9,079.61","9,079.64","9,079.60","9,079.59","9,079.66","9,079.57"
공통,총무,감가상각비,비품,감가상각비_기계장치,326.1,326.11,326.12,326.11,326.1,326.11,326.1,541.69,541.71,541.69
공통,총무,감가상각비,인테리어,감가상각비_인테리어,"106,414.19","106,414.18","106,414.19","106,414.19","77,526.28","77,526.27","188,637.39","212,663.21","200,823.37","200,823.37"
공통,총무,기타,물류비,지급수수료_퀵서비스,41.89,8.38,25.13,25.13,16.75,25.13,16.75,25.13,25.13,16.75
공통,총무,기타,사무용품비,소모품비_사무용품,"18,021.56","26,757.22","15,476.97","14,557.33","15,095.00","22,735.44","14,852.64","23,712.40","14,489.51","19,366.21"
공통,총무,기타,시내교통비,여비교통비_시내교통비,"1,439.13",-113.4,83.48,0,0,524.85,0,132.59,163.42,0
공통,총무,기타,통신비,통신비,"1,432.18","1,422.05","1,520.59","1,503.79","7,948.16","1,458.41","1,426.14","1,320.18","1,355.23","1,421.83"
공통,총무,복리후생비,공적금,복리후생비_공적금,"4,968.00","4,968.00","4,968.00","4,968.00","4,968.00","4,968.00","4,968.00","6,594.00","5,781.00","2,908.00"
공통,총무,복리후생비,기타 복리후생비,복리후생비_복리,"57,536.38","41,731.78","44,009.41","47,451.21","45,220.22","41,306.90","45,358.66","35,935.97","51,068.52","54,701.40"
공통,총무,복리후생비,사회보험,복리후생비_사회보험,"18,358.19","18,507.36","18,543.86","18,524.96","18,525.82","18,526.10","18,526.18","21,605.77","20,015.53","13,822.21"
공통,총무,복리후생비,식대,복리후생비_식대,80,238.99,40,0,0,0,0,0,0,0
공통,총무,인건비,"급여,성과급",인건비,"97,663.15","56,760.00","-43,604.27","55,269.73","55,269.73","55,996.97","55,269.73","56,756.70","45,532.30","28,684.93"
공통,총무,인건비,"파트타임,인턴",노무비,"42,625.85","45,167.79","37,410.01","39,951.43","40,517.65","41,097.46","41,899.08","40,373.31","39,208.43","40,558.60"
공통,총무,임차료,관리비,지급임차료_관리비,"176,733.28","176,733.28","176,733.28","159,202.64","198,354.37","198,354.37","198,354.37","198,354.37","198,354.37","198,354.37"
공통,총무,임차료,수도광열비,수도광열비,"12,591.38","15,200.33","13,179.17","13,719.81","14,260.78","12,511.61","12,313.20","18,605.60","10,448.95","16,723.94"
공통,총무,임차료,임차료,지급임차료_임차료,"1,485,693.28","1,485,693.28","1,485,693.28","1,349,532.34","1,213,371.41","1,213,371.41","1,700,180.60","1,700,180.60","1,700,180.60","1,700,180.60"
공통,총무,지급수수료,어드민,지급수수료_지급용역료,"10,904.98",562.74,"2,485.36",669.82,"12,028.51","46,363.20","14,497.64","-2,447.37",283.02,"13,620.28"
공통,총무,차량유지비,차량유지비,차량유지비,"49,073.58","51,695.06","46,276.97","46,296.52","48,832.04","48,919.90","49,018.11","48,351.65","48,101.02","47,945.98"
총합계,,,,,"46,922,125.62","31,459,910.04","27,661,143.53","27,825,462.79","32,098,784.69","27,081,201.55","33,349,840.40","36,239,754.19","51,990,669.54","36,245,145.15"
